2021-09-28 11:03:58,907 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:17:57,142 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:17:57,145 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:17:57,146 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:17:57,150 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:17:57,151 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:17:57,154 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:17:57,156 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:17:57,225 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-09-28 11:17:57,247 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-09-28 11:17:57,247 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:17:57,248 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-45849-1632827876892-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:17:57,249 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:17:57,492 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-09-28 11:17:57,740 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 11:17:57,740 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 11:17:57,767 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-09-28 11:17:57,877 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-09-28 11:17:57,927 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-09-28 11:18:53,298 | WARN  | Transport Connection to: tcp://192.168.96.7:40868 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40868@61616
2021-09-28 11:18:53,301 | WARN  | Transport Connection to: tcp://192.168.96.7:40870 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40870@61616
2021-09-28 11:18:53,306 | WARN  | Transport Connection to: tcp://192.168.96.7:40874 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40874@61616
2021-09-28 11:18:53,303 | WARN  | Transport Connection to: tcp://192.168.96.7:40872 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40872@61616
2021-09-28 11:18:53,320 | WARN  | Transport Connection to: tcp://192.168.96.7:40884 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40884@61616
2021-09-28 11:18:53,319 | WARN  | Transport Connection to: tcp://192.168.96.7:40882 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40882@61616
2021-09-28 11:18:53,315 | WARN  | Transport Connection to: tcp://192.168.96.7:40880 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40880@61616
2021-09-28 11:18:53,312 | WARN  | Transport Connection to: tcp://192.168.96.7:40878 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40878@61616
2021-09-28 11:18:53,309 | WARN  | Transport Connection to: tcp://192.168.96.7:40876 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40876@61616
2021-09-28 11:18:53,328 | WARN  | Transport Connection to: tcp://192.168.96.7:40886 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:40886@61616
2021-09-28 11:23:14,619 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Sep 28 11:23:14 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-09-28 11:23:15,285 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:23:15,362 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-09-28 11:23:15,394 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-09-28 11:23:15,562 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-39743-1632828195401-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:23:15,624 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:23:15,626 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:23:15,628 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:23:15,629 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:23:15,631 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:23:15,632 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:23:15,635 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:23:15,636 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:23:15,697 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-09-28 11:23:15,722 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-09-28 11:23:15,723 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:23:15,723 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-39743-1632828195401-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:23:15,724 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:23:15,974 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-09-28 11:23:16,237 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 11:23:16,237 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 11:23:16,265 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-09-28 11:23:16,368 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-09-28 11:23:16,422 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-09-28 11:24:10,822 | WARN  | Transport Connection to: tcp://192.168.96.7:41670 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41670@61616
2021-09-28 11:24:10,823 | WARN  | Transport Connection to: tcp://192.168.96.7:41672 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41672@61616
2021-09-28 11:24:10,824 | WARN  | Transport Connection to: tcp://192.168.96.7:41674 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41674@61616
2021-09-28 11:24:10,825 | WARN  | Transport Connection to: tcp://192.168.96.7:41678 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41678@61616
2021-09-28 11:24:10,824 | WARN  | Transport Connection to: tcp://192.168.96.7:41676 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41676@61616
2021-09-28 11:24:10,826 | WARN  | Transport Connection to: tcp://192.168.96.7:41684 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41684@61616
2021-09-28 11:24:10,826 | WARN  | Transport Connection to: tcp://192.168.96.7:41682 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41682@61616
2021-09-28 11:24:10,825 | WARN  | Transport Connection to: tcp://192.168.96.7:41680 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41680@61616
2021-09-28 11:24:10,829 | WARN  | Transport Connection to: tcp://192.168.96.7:41688 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41688@61616
2021-09-28 11:24:10,828 | WARN  | Transport Connection to: tcp://192.168.96.7:41686 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:41686@61616
2021-09-28 11:40:37,551 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Sep 28 11:40:37 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-09-28 11:40:38,266 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:40:38,358 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-09-28 11:40:38,390 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-09-28 11:40:38,555 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-33545-1632829238397-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:40:38,615 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:40:38,616 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:40:38,618 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:40:38,619 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:40:38,622 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:40:38,624 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:40:38,627 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 11:40:38,628 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:40:38,692 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-09-28 11:40:38,716 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-09-28 11:40:38,716 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 11:40:38,717 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-33545-1632829238397-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:40:38,718 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-09-28 11:40:38,978 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-09-28 11:40:39,224 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 11:40:39,225 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 11:40:39,254 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-09-28 11:40:39,368 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-09-28 11:40:39,419 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-09-28 12:03:54,780 | WARN  | Transport Connection to: tcp://192.168.96.7:43948 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:43948@61616
2021-09-28 12:03:54,782 | WARN  | Transport Connection to: tcp://192.168.96.7:43952 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:43952@61616
2021-09-28 12:03:54,781 | WARN  | Transport Connection to: tcp://192.168.96.7:43950 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:43950@61616
2021-09-28 12:03:54,784 | WARN  | Transport Connection to: tcp://192.168.96.7:43958 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:43958@61616
2021-09-28 12:03:54,783 | WARN  | Transport Connection to: tcp://192.168.96.7:43956 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:43956@61616
2021-09-28 12:03:54,783 | WARN  | Transport Connection to: tcp://192.168.96.7:43954 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:43954@61616
2021-09-28 12:03:54,786 | WARN  | Transport Connection to: tcp://192.168.96.7:43964 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:43964@61616
2021-09-28 12:03:54,785 | WARN  | Transport Connection to: tcp://192.168.96.7:43962 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:43962@61616
2021-09-28 12:03:54,784 | WARN  | Transport Connection to: tcp://192.168.96.7:43960 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:43960@61616
2021-09-28 12:04:07,716 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Sep 28 12:04:07 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-09-28 12:04:08,411 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:04:08,490 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-09-28 12:04:08,522 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-09-28 12:04:08,669 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-34717-1632830648529-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:04:08,734 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:04:08,735 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:04:08,738 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:04:08,740 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:04:08,743 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:04:08,744 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:04:08,749 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:04:08,750 | INFO  | Connector mqtt started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:04:08,812 | WARN  | ServletContext@o.e.j.s.ServletContextHandler@8c3619e{/,null,STARTING} has uncovered http methods for path: / | org.eclipse.jetty.security.SecurityHandler | main
2021-09-28 12:04:08,839 | INFO  | Listening for connections at ws://activemq:61614?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.ws.WSTransportServer | main
2021-09-28 12:04:08,840 | INFO  | Connector ws started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:04:08,840 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-34717-1632830648529-0:1) started | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:04:08,842 | INFO  | For help or more information please see: http://activemq.apache.org | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:04:09,082 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /admin | main
2021-09-28 12:04:09,325 | INFO  | ActiveMQ WebConsole available at http://0.0.0.0:8161/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 12:04:09,325 | INFO  | ActiveMQ Jolokia REST API available at http://0.0.0.0:8161/api/jolokia/ | org.apache.activemq.web.WebConsoleStarter | main
2021-09-28 12:04:09,352 | INFO  | Initializing Spring FrameworkServlet 'dispatcher' | /admin | main
2021-09-28 12:04:09,462 | INFO  | No Spring WebApplicationInitializer types detected on classpath | /api | main
2021-09-28 12:04:09,521 | INFO  | jolokia-agent: Using policy access restrictor classpath:/jolokia-access.xml | /api | main
2021-09-28 12:04:36,183 | WARN  | Transport Connection to: tcp://192.168.96.7:45816 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45816@61616
2021-09-28 12:04:36,184 | WARN  | Transport Connection to: tcp://192.168.96.7:45818 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45818@61616
2021-09-28 12:04:36,186 | WARN  | Transport Connection to: tcp://192.168.96.7:45820 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45820@61616
2021-09-28 12:04:36,188 | WARN  | Transport Connection to: tcp://192.168.96.7:45824 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45824@61616
2021-09-28 12:04:36,186 | WARN  | Transport Connection to: tcp://192.168.96.7:45822 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45822@61616
2021-09-28 12:04:36,192 | WARN  | Transport Connection to: tcp://192.168.96.7:45832 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45832@61616
2021-09-28 12:04:36,198 | WARN  | Transport Connection to: tcp://192.168.96.7:45834 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45834@61616
2021-09-28 12:04:36,191 | WARN  | Transport Connection to: tcp://192.168.96.7:45830 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45830@61616
2021-09-28 12:04:36,189 | WARN  | Transport Connection to: tcp://192.168.96.7:45828 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45828@61616
2021-09-28 12:04:36,189 | WARN  | Transport Connection to: tcp://192.168.96.7:45826 failed: java.io.EOFException | org.apache.activemq.broker.TransportConnection.Transport | ActiveMQ Transport: tcp:///192.168.96.7:45826@61616
2021-09-28 12:11:15,679 | INFO  | Refreshing org.apache.activemq.xbean.XBeanBrokerFactory$1@6e06451e: startup date [Tue Sep 28 12:11:15 UTC 2021]; root of context hierarchy | org.apache.activemq.xbean.XBeanBrokerFactory$1 | main
2021-09-28 12:11:16,338 | INFO  | Using Persistence Adapter: KahaDBPersistenceAdapter[/opt/activemq/data/kahadb] | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:11:16,415 | INFO  | KahaDB is version 6 | org.apache.activemq.store.kahadb.MessageDatabase | main
2021-09-28 12:11:16,445 | INFO  | PListStore:[/opt/activemq/data/localhost/tmp_storage] started | org.apache.activemq.store.kahadb.plist.PListStoreImpl | main
2021-09-28 12:11:16,633 | INFO  | Apache ActiveMQ 5.15.6 (localhost, ID:activemq-40979-1632831076452-0:1) is starting | org.apache.activemq.broker.BrokerService | main
2021-09-28 12:11:16,700 | INFO  | Listening for connections at: tcp://activemq:61616?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:11:16,701 | INFO  | Connector openwire started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:11:16,705 | INFO  | Listening for connections at: amqp://activemq:5672?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:11:16,706 | INFO  | Connector amqp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:11:16,709 | INFO  | Listening for connections at: stomp://activemq:61613?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
2021-09-28 12:11:16,712 | INFO  | Connector stomp started | org.apache.activemq.broker.TransportConnector | main
2021-09-28 12:11:16,715 | INFO  | Listening for connections at: mqtt://activemq:1883?maximumConnections=1000&wireFormat.maxFrameSize=104857600 | org.apache.activemq.transport.TransportServerThreadSupport | main
